TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU5561MN18,03/24/2018 12:00:00 AM,03/08/2019 12:00:00 AM,Submitted,No,501,3rd Ave,Manhattan,10016,,Residence,1020137,00914,0059,,,,Xin Xu,Tristate Cleaning Solutions Inc.,"Environmental Management Services, Inc.",No,Basement,Boiler Room,Pipe Insulations,35,Linear Feet,Removal,Subchapter G,40.745505,-73.978271,6,2,70,1009140059,Murray Hill-Kips Bay
TRU5840BK17,01/09/2018 12:00:00 AM,12/14/2018 12:00:00 AM,Postponed,No,132,North Oxford Walk,Brooklyn,11205,"Whitman, Bld. #4 Contract BW1505369",,3335254,02041,0001,,,,New York City Housing Authority (NYCHA),APS Contractors Inc.,"Warren & Panzer, Engineers, P.C",No,6,Exterior Faade  Elevation #1 - 22,Bricks Contaminated with ACM Tar / Flashing,1263,Square Feet,Removal,Exterior Vertical Surface,40.694008,-73.975262,2,35,18501,3020410001,Fort Greene
TRU5247QN18,03/28/2018 12:00:00 AM,03/20/2019 12:00:00 AM,Submitted,No,110-60,WOOD   STREET,Queens,11412,,Residence,4221542,10411,0006,,,,"RESTORING URBAN NEIGHBOURHOOD,LLC",Airmax Construction Inc.,The ALC Group LLC dba ALC Environmental,No,GARAGE,FLAT ROOF,FLASHING,40,Square Feet,Removal,Exterior Foam,40.699159,-73.770885,12,27,402,4104110006,St. Albans
TRU5661MN18,04/02/2018 12:00:00 AM,03/21/2019 12:00:00 AM,Submitted,No,29,11 Avenue,Manhattan,10011,"V61, V3572, V1148",Other,1012253,00662,0003,,,,"Consolidated Edison   Company of NY, Inc.","Consolidated Edison Company Of New York, Inc.",Omega Environmental Services Inc.,No,1,"V61, V3572, V1148",Duct Seal,21,Square Feet,Removal,DEP Variance,40.743407,-74.008589,4,3,99,1006620003,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5041BK18,02/20/2018 12:00:00 AM,01/10/2019 12:00:00 AM,Closed,No,510,Clermont Avenue,Brooklyn,11238,PS 753 SPED(K085),School,3057521,02008,0001,,,,NYC School Construction Authority (NYCSCA),"Empire Control Abatement, Inc.","Louis Berger & Assoc., P.C.",No,2,Rm 219 - Classroom,Tar Inside Speaker,2,Square Feet,Removal,DEP Variance,40.682533,-73.968769,2,35,179,3020080001,Fort Greene
TRU5306BK18,03/05/2018 12:00:00 AM,02/25/2019 12:00:00 AM,Submitted,No,2675,West 36th St,Brooklyn,11224,,Other,3340264,06962,0011,,,,Sam Burt Houses Inc,"All Clean Environmental, LLC","Niche Analysis, Inc.",No,2,Hallway,Floor Tile/Mastic,720,Square Feet,Removal,Interior Foam,40.579931,-74.002707,13,47,330,3069620011,Seagate-Coney Island
TRU5287BX18,03/30/2018 12:00:00 AM,03/20/2019 12:00:00 AM,Submitted,No,149,E Mosholu Pkwy N,Bronx,10467,X080,School,2018046,03336,0035,,,,NYC Dept of Education (NYCDOE),"D & S Abatement, Inc.",KAM Consultants Corporation,No,2,211,VAT,672,Square Feet,Removal,Interior Foam,40.876299,-73.881532,7,11,419,2033360035,Norwood
TRU5196BX18,03/09/2018 12:00:00 AM,02/27/2019 12:00:00 AM,Submitted,No,885,Bolton   Avenue,Bronx,10473,I.S. 131   Bronx,School,2103869,03644,0001,,,,NYC School Construction Authority (NYCSCA),"Kiss Construction, Inc.","Precision Environmental, Inc.",No,4th Floor,Room 430,VAT/Mastic,727,Square Feet,Removal,Interior Foam,40.823526,-73.859662,9,18,42,2036440001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5298MN18,02/15/2018 12:00:00 AM,02/07/2019 12:00:00 AM,Submitted,No,287,Park Avenue South,Manhattan,10010,105 East 22nd Street - United Charities Building,Commercial,1018010,00878,0001,,,,SHS Upper City NY III LLC,New York Insulation Inc.,"Assessment Resources & Technologies, Inc.",No,2,West Elevation Exterior Facade,Window Caulk,42,Square Feet,Removal,Exterior Vertical Surface,40.739685,-73.98672,5,2,68,1008780001,Gramercy
TRU6138MN17,12/13/2017 12:00:00 AM,12/03/2018 12:00:00 AM,Closed,No,701,West 168th Street,Manhattan,10032,Hammer Building,Other,1063402,02139,0051,,,,Broad of Trustees of Columbia University,"Degmor Environmental Services, LLC",Omega Environmental Services Inc.,No,14th floor,Room 1401F-1402,Counter Tops,71,Square Feet,Removal,Tent,40.842195,-73.942343,12,10,255,1021390051,Washington Heights South
TRU6181MN17,12/18/2017 12:00:00 AM,12/07/2018 12:00:00 AM,Submitted,No,212,West 93 Street,Manhattan,10025,,Other,1033615,01240,0042,,,,212 W 93rd Street LLC,New York Insulation Inc.,"WCD Group, LLC",No,2,West Elevation Exterior Facade,Window Caulk,10,Square Feet,Removal,Exterior Vertical Surface,40.792373,-73.972376,7,6,179,1012400042,Upper West Side
TRU5375MN18,04/30/2018 12:00:00 AM,02/18/2019 12:00:00 AM,Submitted,No,5,East 16th Street,Manhattan,10003,Photo Arts Building,,1016096,00844,7501,,,,Photo Arts Building Condo c/o Buchbinder & Warren,"Incinia Contracting, Inc.","Environmental Management Services, Inc.",No,Roof,Water Tank,ACM Stucco Mastic,50,Square Feet,Removal,Exterior Vertical Surface,40.737196,-73.992307,5,2,52,1008447501,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5426BX17,12/11/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Submitted,No,100,W. Mosholu Parkway S.,Bronx,10468,Dewitt Clinton HS (X440),School,2095215,03251,0201,,,,NYC School Construction Authority (NYCSCA),Adam's European Contracting inc.,Creative Environment Solutions Corporation,No,Roof #5,"Original Building, Roof #5",Drain/Pipe Flashing Tar,5,Square Feet,Removal,Exterior Foam,40.882178,-73.88691,7,11,409,2032510201,Van Cortlandt Village
TRU5048QN18,01/30/2018 12:00:00 AM,01/21/2019 12:00:00 AM,Closed,No,53-30,96th St,Queens,11368,,Residence,4046953,01895,0045,,,,Lu Liang Yang,"T L D Services, Inc.",Global Green Environmental Inc.,No,Main Roof,Chimney,Chimney black Mastic,6,Square Feet,Removal,Exterior Vertical Surface,40.739775,-73.86611,4,21,44302,4018950045,Corona
TRU5840BK17,01/09/2018 12:00:00 AM,12/14/2018 12:00:00 AM,Postponed,No,132,North Oxford Walk,Brooklyn,11205,"Whitman, Bld. #4 Contract BW1505369",,3335254,02041,0001,,,,New York City Housing Authority (NYCHA),APS Contractors Inc.,"Warren & Panzer, Engineers, P.C",No,5,Exterior Faade  Elevation #1 - 22,Window Caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.694008,-73.975262,2,35,18501,3020410001,Fort Greene
TRU5053BK18,01/10/2018 12:00:00 AM,01/11/2019 12:00:00 AM,Closed,No,611,Blake Ave,Brooklyn,11207,Unity Plaza Bldg # 3,Residence,3328035,03770,0001,,,,New York City Housing Authority (NYCHA),"Alpha Environmental Services, Inc.","Enviro-Probe, Inc.",No,1st,Apt 1A,Wall,12,Square Feet,Removal,Tent,40.667611,-73.896379,5,42,1156,3037700001,East New York (Pennsylvania Ave)
TRU5437QN17,01/01/2018 12:00:00 AM,11/30/2018 12:00:00 AM,Postponed,No,94-15,100 Street,Queens,11416,,Other,4196984,09377,0001,,,,GMDC,Interboro Property Management Corp.,Airtek Environmental Corporation,No,3rd,west wing north elevation,window caulking & glazing,2,Square Feet,Removal,Exterior Vertical Surface,40.688681,-73.843777,9,28,114,4093770001,Richmond Hill
TRU5003MN18,02/12/2018 12:00:00 AM,01/01/2019 12:00:00 AM,Submitted,No,301,Park Avenue,Manhattan,10022,,Commercial,1084771,01304,7501,,,,AB Stable LLC,Pal Environmental Safety Corp.,"Hillmann Consulting, LLC",Yes,05,,Radiator Heat Shield,360,Square Feet,Removal,DEP Variance,40.756648,-73.974358,5,4,100,1013047501,Turtle Bay-East Midtown
TRU5142BX18,02/27/2018 12:00:00 AM,02/13/2019 12:00:00 AM,Submitted,No,239,Mount Eden Parkway,Bronx,10457,,Residence,2007385,02793,0022,,,,Mount Eden Development LLC,"ABF Environmental, Inc.",Global Green Environmental Inc.,No,2nd floor,window caulking,window caulking,75,Square Feet,Removal,Exterior Vertical Surface,40.842868,-73.908163,4,15,22902,2027930022,Mount Hope
TRU5139BX18,02/23/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Submitted,No,2245,Randall Ave,Bronx,10473,"Castle Hill Houses Bldg 9, Contract BW1504738",Residence,2092678,03573,0001,,,,New York City Housing Authority (NYCHA),Abax  Incorporated,Athenica Environmental Services Inc.,No,2,Exterior Facade Elevations 1 - 20,Brick Contaminated with ACM Flashing,300,Square Feet,Removal,Exterior Vertical Surface,40.819195,-73.846762,9,18,90,2035730001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5130QN18,03/05/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Closed,No,115-41,147th Street,Queens,11436,,Residence,4259913,11992,0097,,,,Restored Home HDFC: Salvarote D'Avola,F.A.L.C. Corp.,The ALC Group LLC dba ALC Environmental,No,1,Exterior siding,Transite,3072,Square Feet,Removal,Exterior Vertical Surface,40.682777,-73.79495,12,28,190,4119920097,Baisley Park
TRU6229MN17,12/22/2017 12:00:00 AM,12/14/2018 12:00:00 AM,Submitted,No,40,Irving Place,Manhattan,10003,Washington Irving HS @ M460,School,1017828,00872,0057,,,,NYC School Construction Authority (NYCSCA),Adam's European Contracting inc.,New York Environmental & Material Testing,No,3rd,"Original Building, Rooms (Line #118)",Pipe Insulation,730,Linear Feet,Removal,DEP Variance,40.735494,-73.987659,6,2,50,1008720057,Gramercy
TRU6285MN17,01/08/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Closed,No,4,Gramercy Park West,Manhattan,10003,Harper House,Residence,1017951,00876,0013,,,,4 Desolation Row LLC c/o Samuel Eber,"Incinia Contracting, Inc.",Advanced Environmental Corp.,No,2nd,Rear Terrace,Tar Waterproofing,65,Square Feet,Removal,Exterior Vertical Surface,40.738241,-73.986638,6,2,50,1008760013,Gramercy
TRU5199BK18,02/10/2018 12:00:00 AM,02/08/2019 12:00:00 AM,Closed,No,162,Jerome Street,Brooklyn,11207,,Residence,3087855,03950,0030,,,,NYC Housing Preservation & Development (NYCHPD),"B&N&K. Restoration Co., Inc","Sound Environmental Associates, LLC",No,Basement,Basement and Boiler Room,Pipe Insulation,35,Linear Feet,Removal,Tent & Glovebag,40.678143,-73.887991,5,37,1170,3039500030,East New York
TRU5195QN18,03/19/2018 12:00:00 AM,03/06/2019 12:00:00 AM,Submitted,No,63-60,102 Street,Queens,11374,New Hampshire House Condominium,Residence,4050659,02112,7501,,,,New Hampshire House Condominium,"Insaren, Inc.","LiRo Engineers, Inc.",No,Basement,Meter Room,PIPE ELBOW INSULATION,8,Linear Feet,Removal,Tent & Glovebag,40.732226,-73.853817,6,29,721,4021127501,Forest Hills
TRU5814BK17,02/16/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Submitted,No,18,MARLBOROUGH ROAD,Brooklyn,11226,P.S 249,School,3116438,05075,0001,,,,NYC School Construction Authority (NYCSCA),"Insaren, Inc.","J.C. Broderick & Associates, Inc.",No,FIRST,STAIR 3,RADIATOR INSULATION,24,Square Feet,Removal,DEP Variance,40.64971,-73.966046,14,40,506,3050750001,Flatbush
TRU5306BK18,03/05/2018 12:00:00 AM,02/25/2019 12:00:00 AM,Submitted,No,2675,West 36th St,Brooklyn,11224,,Other,3340264,06962,0011,,,,Sam Burt Houses Inc,"All Clean Environmental, LLC","Niche Analysis, Inc.",No,7,Hallway,Floor Tile/Mastic,720,Square Feet,Removal,Interior Foam,40.579931,-74.002707,13,47,330,3069620011,Seagate-Coney Island
TRU5164MN18,03/05/2018 12:00:00 AM,01/23/2019 12:00:00 AM,Postponed,No,150,5th Avenue,Manhattan,10011,,Commercial,1015478,00821,0041,,,,L&L Holding Company,New York Insulation Inc.,"Absolutely Clean Environment, Inc.",No,4,West MER Phase 3B Area 4,Pipe Insulation,31,Linear Feet,Removal,DEP Variance,40.739507,-73.99108,5,3,54,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square
TRU6280MN17,01/02/2018 12:00:00 AM,12/20/2018 12:00:00 AM,Submitted,No,405,West 23rd Street,Manhattan,10011,,Residence,1077236,00721,7501,,,,Helene Nespoulous,"Alba Environmental, Inc.",Enviro-Pro Unltd Corp.,No,Penthouse,Penthouse B. Kitchen Area,Pipe Insulation,45,Linear Feet,Removal,Tent,40.746712,-74.001826,4,3,93,1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5273BK18,03/02/2018 12:00:00 AM,02/20/2019 12:00:00 AM,Submitted,No,700,Park Avenue,Brooklyn,11206,PS 297K,School,3048508,01739,0011,,,,NYC School Construction Authority (NYCSCA),"Empire Control Abatement, Inc.",Airtek Environmental Corporation,No,2,Room 220,Floor Tile,685,Square Feet,Removal,Interior Foam,40.697781,-73.947809,3,36,257,3017390011,Bedford
TRU6288MN17,01/03/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Closed,No,230,Riverside Drive,Manhattan,10025,,Residence,1034187,01253,7503,,,,"ROC Riverside Associates, LLC",New York Insulation Inc.,"Nigertech Services, Inc.",No,15,Apt 15 L - Kitchen,VAT,36,Square Feet,Removal,Tent,40.795594,-73.975784,7,6,183,1012537503,Upper West Side
TRU5422MN18,02/24/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Closed,No,159,East 28th Street,Manhattan,10016,,Commercial,1018218,00884,0037,,,,157-161 East 28th Street LLC,Apex Development of NY,"McGriff Air Assessment, Inc.",Yes,3rd.,,Window Caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.742358,-73.981751,6,2,72,1008840037,Murray Hill-Kips Bay
TRU5241BX18,03/26/2018 12:00:00 AM,03/11/2019 12:00:00 AM,Submitted,No,391,East 149 Street,Bronx,10455,,Commercial,2000859,02328,0025,,,,Melrose LLC,"City Green Street, Inc.","Parker House Service, Inc.",No,Roof,"South and East Parapet Walls, Roof pitch pockets, Spot removal on West and North Parapet Walls",roofing on top of bulkhead along West edge,10,Square Feet,Removal,Exterior Foam,40.816205,-73.918153,1,17,65,2023280025,Melrose South-Mott Haven North
TRU5271BK18,03/12/2018 12:00:00 AM,02/20/2019 12:00:00 AM,Closed,No,25,4th Avenue,Brooklyn,11217,,Other,3018376,00928,0006,,,,New York Public Library,"The Asbestos Contractor, Inc.",Airtek Environmental Corporation,No,Basement,Boiler room chimney,DUCT INSULATION,80,Square Feet,Removal,Full Containment,40.683666,-73.978814,6,39,12901,3009280006,Park Slope-Gowanus
TRU5415BK18,03/15/2018 12:00:00 AM,03/14/2019 12:00:00 AM,Closed,No,11,Hudson Avenue,Brooklyn,11201,Hudson Avenue Utility Tunnel,Other,3395544,00006,0001,,,,"Consolidated Edison   Company of NY, Inc.","WRS Environmental Services, Inc.",Omega Environmental Services Inc.,No,1,Grand Street Steam Main & Vicinity,ACM Debris,355,Square Feet,Cleanup,Emergency Cleanup,40.704881,-73.980957,2,33,21,3000060001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU5342BK18,03/05/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Closed,No,329,Union Street,Brooklyn,11231,,Residence,3007041,00428,0049,,,,"329 Union Realty, LLC","Alba Environmental, Inc.",Enviro-Pro Unltd Corp.,No,4th Floor,Apt. 4D,Floor Linoleum,35,Square Feet,Removal,Tent,40.682005,-73.994841,6,39,75,3004280049,Carroll Gardens-Columbia Street-Red Hook
TRU5014SI18,03/19/2018 12:00:00 AM,01/25/2019 12:00:00 AM,Submitted,No,85,St. Josephs Avenue,Staten Island,10302,Port Richmond High School,School,5026076,01121,0001,,,,NYC School Construction Authority (NYCSCA),"Vestar, Inc.","Taylor Environmental Group, Inc.",No,Roof,1966 Building'C' Addition-Roof #6A,Flashing/Tar @ Base of Mechanical Equipment Unit,280,Square Feet,Removal,Exterior Foam,40.634573,-74.141818,1,49,213,5011210001,Port Richmond
TRU5103MN18,02/10/2018 12:00:00 AM,01/17/2019 12:00:00 AM,Submitted,No,40,Irving Place,Manhattan,10003,M460,School,1017828,00872,0057,,,,NYC School Construction Authority (NYCSCA),ABC Construction Contracting Inc.,"ATC Group Services, LLC",No,10th Floor,Room#1049,Pipe Insulation,30,Linear Feet,Removal,Tent,40.735494,-73.987659,6,2,50,1008720057,Gramercy
TRU5405MN18,03/02/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,Yes,,,Manhattan,10001,,,,,,West 33 Street,8 Avenue,9 Avenue,"Consolidated Edison   Company of NY, Inc.","Consolidated Edison Company Of New York, Inc.",Omega Environmental Services Inc.,No,Vault,V5775,Arc-Proof Tape,50,Linear Feet,Removal,DEP Variance,,,,,,,
TRU5643MN18,04/02/2018 12:00:00 AM,03/19/2019 12:00:00 AM,Submitted,No,18,West 18th Street,Manhattan,10011,,,1015426,00819,0056,,,,"17-18 Management Co, LLC c/o CA White, Inc.","Nova Development Group, Inc.",Enviro-Pro Unltd Corp.,No,9th,Bathroom Area,Floor Fill Material,20,Square Feet,Removal,Tent,40.738859,-73.99266,5,3,54,1008190056,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5014QN18,01/16/2018 12:00:00 AM,01/06/2019 12:00:00 AM,Closed,No,144-51,Northern Boulevard,Queens,11354,,Commercial,4113197,05003,0051,,,,CW Northern LLC,JME Environmental Corp.,3E Environmental Inc.,Yes,Main Roof,,Roof Membrane & Flashing,3500,Square Feet,Removal,Exterior Foam,40.764722,-73.822975,7,20,1163,4050030051,Murray Hill
TRU5259MN18,02/12/2018 12:00:00 AM,02/04/2019 12:00:00 AM,Submitted,No,389,Fifth Avenue,Manhattan,10016,,Commercial,1017175,00866,0001,,,,389 Associates c/o Olmstead Properties Inc,Alvo Corp.,Wald Environmental inc.,No,4th,"Room # 405, 406",Floor tile,2200,Square Feet,Removal,Interior Foam,40.749813,-73.983546,5,4,82,1008660001,Murray Hill-Kips Bay
TRU5471QN17,12/19/2017 12:00:00 AM,12/10/2018 12:00:00 AM,Closed,No,309,beach 97th st.,Queens,11693,bryans auto,Commercial,4303689,16153,0069,,,,Bryan  Bernath,NYC Daylighting Inc.,"Ace Environmental Services, Inc.",Yes,roof,,roofing paper,25,Square Feet,Removal,Exterior Foam,40.586023,-73.819503,14,32,94201,4161530069,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
TRU5316BX18,04/09/2018 12:00:00 AM,03/27/2019 12:00:00 AM,Submitted,No,1523,Unionport Road,Bronx,10462,Parkchester South,Residence,2096736,03943,7501,,,,Parkchester south Condominiums,JVN Restoration Inc.,"Environmental Health Investigations, Inc.",No,1,Apt h,Transite board,44,Square Feet,Removal,Tent,40.83656,-73.856855,9,18,212,2039387501,Parkchester
TRU5032SI18,02/25/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Closed,No,65,Alter ave,Staten Island,10304,,Residence,5048620,03300,0088,,,,Clare Nolan,PLI Group Corp.,"Standard Environmental Services, inc.",No,Basement,Main room,floor tiles,360,Square Feet,Removal,Interior Foam,40.592477,-74.098078,2,50,9602,5033000088,Old Town-Dongan Hills-South Beach
TRU5226QN18,03/28/2018 12:00:00 AM,03/15/2019 12:00:00 AM,Submitted,No,82-93,116th Street,Queens,11418,n/a,Residence,4079308,03321,0374,,,,Starlink Condominium LLC,Abatek Corp.,"Environmental Management Services, Inc.",Yes,Bsmnt.,,gypsum board compound,140,Square Feet,Removal,Subchapter G,40.706611,-73.836453,9,29,134,4033210375,Kew Gardens
TRU5226BX18,03/29/2018 12:00:00 AM,03/06/2019 12:00:00 AM,Submitted,No,2441,Wallace Avenue,Bronx,10467,IS 135 (X135) Bronx,School,2051313,04432,0001,,,,NYC School Construction Authority (NYCSCA),A Quest Corporation,"SAI Environmental Consultants, Inc.",No,1/2 -3,Stair I Landings,VAT and Mastic,480,Square Feet,Removal,Interior Foam,40.862109,-73.864577,11,13,330,2044320001,Bronxdale
TRU5814BK17,02/16/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Submitted,No,18,MARLBOROUGH ROAD,Brooklyn,11226,P.S 249,School,3116438,05075,0001,,,,NYC School Construction Authority (NYCSCA),"Insaren, Inc.","J.C. Broderick & Associates, Inc.",No,SECOND,TEACHERS TOILET,PIPE INSULATION,22,Linear Feet,Removal,DEP Variance,40.64971,-73.966046,14,40,506,3050750001,Flatbush
TRU5390BK18,03/20/2018 12:00:00 AM,03/11/2019 12:00:00 AM,Closed,No,328,Sackett Street,Brooklyn,11231,,Residence,3007014,00428,0016,,,,328-330 Sackett St. NY Corp,Dynamics Development Services Inc.,Cruz Environmental Services Inc.,No,Main Roof,West side,Flashing,20,Square Feet,Removal,Exterior Foam,40.682757,-73.994768,6,39,75,3004280016,Carroll Gardens-Columbia Street-Red Hook
TRU5274BK18,02/12/2018 12:00:00 AM,02/20/2019 12:00:00 AM,Closed,No,429,Rogers Avenue,Brooklyn,11225,,Residence,3035332,01329,0007,,,,429 Rogers Ave LLC,"The Asbestos Contractor, Inc.",New York Safety Services LLC,No,1,1L,black waterproofing,800,Square Feet,Cleanup,Emergency Cleanup,40.662057,-73.953676,9,40,800,3013290007,Prospect Lefferts Gardens-Wingate
TRU6219MN17,01/08/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Postponed,No,1339,York Avenue,Manhattan,10021,Archcare at Mary Manning Walsh Home,Hospital,1045836,01466,0021,,,,Archcare at Mary Manning Walsh,"ACA Environmental Services, Inc.",Omega Environmental Services Inc.,No,16th,Center East Rooms 1612-1618,Pipe Insulation,60,Linear Feet,Removal,DEP Variance,40.766515,-73.954008,8,5,124,1014660021,Lenox Hill-Roosevelt Island
TRU6203MN17,12/19/2017 12:00:00 AM,12/11/2018 12:00:00 AM,Submitted,No,455,5th Avenue,Manhattan,10016,New York Public Library,Commercial,1017602,00869,0074,,,,New York Public Library,Pal Environmental Safety Corp.,Airtek Environmental Corporation,No,3rd,South Side Storage Rooms,VAT & Mastic,108,Square Feet,Removal,Tent,40.752003,-73.981954,5,4,82,1008690074,Murray Hill-Kips Bay
TRU5274MN18,02/14/2018 12:00:00 AM,02/06/2019 12:00:00 AM,Submitted,No,128,west 23rd street,Manhattan,10011,,Commercial,1082271,00798,0059,,,,Grammercy 128 West LLC c/o Pan Brothers Capital Ma,AGG Environmental Corp.,AIM Environmental LLC,Yes,main roof,,membrane,1200,Square Feet,Removal,Exterior Foam,40.74332,-73.993804,4,3,91,1007980059,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5456QN17,12/07/2017 12:00:00 AM,12/05/2018 12:00:00 AM,Closed,No,564,Beach 69th street,Queens,11692,,Residence,4302707,16035,0046,,,,Josephine Aguoji,Flag-Clean Island Ltd.,Exclusive Testing Labs Inc.,No,1st Floor,Stairwell to 2nd Floor,plaster walls,460,Square Feet,Removal,Full Containment,40.596427,-73.798496,14,31,954,4160350046,Hammels-Arverne-Edgemere
TRU5288BX18,04/02/2018 12:00:00 AM,03/20/2019 12:00:00 AM,Submitted,No,3200,Bronx Blvd,Bronx,10467,,Other,2056149,04593,0001,,,,Jeffrey Adelman,Global Environmental Inc.,Enviro-Pro Unltd Corp.,No,4,418 A/B,Piping,5,Linear Feet,Removal,Tent & Glovebag,40.871777,-73.870523,12,15,376,2045930001,Williamsbridge-Olinville
TRU5132QN18,02/08/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Closed,No,172-35,Henley Rd,Queens,11432,,Residence,4211275,09883,0075,,,,Arshad Jamal,"T L D Services, Inc.","Parker House Service, Inc.",No,Ground,5' around the exterior  house,Roof debris,800,Square Feet,Cleanup,Emergency Cleanup,40.714142,-73.790633,8,24,458,4098830075,Jamaica Estates-Holliswood
TRU5298BK18,03/05/2018 12:00:00 AM,02/22/2019 12:00:00 AM,Closed,No,1153,40 street,Brooklyn,11218,,Commercial,3135319,05585,0049,,,,Michael Israel,TJP Environmental & Construction Corp.,Sentinel Environmental Inc.,No,2,kitchen,VAT,300,Square Feet,Removal,Interior Foam,40.642016,-73.990087,12,39,224,3055850049,Borough Park
TRU5261MN18,02/17/2018 12:00:00 AM,02/05/2019 12:00:00 AM,Submitted,No,817,Broadway,Manhattan,10003,,Residence,1009134,00563,0031,,,,817 Broadway Owner LLC/Taconic Management Company,Pal Environmental Safety Corp.,Advanced Environmental Corp.,No,Basement,Oil Tank Room,Tar,16,Square Feet,Removal,Tent,40.733043,-73.99116,2,2,61,1005630031,West Village
TRU5274MN18,02/14/2018 12:00:00 AM,02/06/2019 12:00:00 AM,Submitted,No,128,west 23rd street,Manhattan,10011,,Commercial,1082271,00798,0059,,,,Grammercy 128 West LLC c/o Pan Brothers Capital Ma,AGG Environmental Corp.,AIM Environmental LLC,No,3,roof,flashing,70,Square Feet,Removal,Exterior Vertical Surface,40.74332,-73.993804,4,3,91,1007980059,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5836BK17,12/28/2017 12:00:00 AM,12/14/2018 12:00:00 AM,Closed,No,680,Union Street,Brooklyn,11215,,Residence,3020066,00955,0039,,,,FAC Renaissance HDFC,Premier Construction Inc.,Testor Technology Environmental Services Inc.,Yes,Cornice,,Roof Membrane,450,Square Feet,Removal,Exterior Foam,40.676689,-73.981206,6,39,133,3009550039,Park Slope-Gowanus
TRU6199MN17,01/02/2018 12:00:00 AM,12/11/2018 12:00:00 AM,Submitted,No,170,William Street,Manhattan,10038,NYP/Lower Manhattan Hospital,Hospital,1001352,00100,0001,,,,New York Presbyterian Hospital,"Degmor Environmental Services, LLC",Lawrence Env LLC,No,1st,Conference Center,ACPI,85,Linear Feet,Removal,DEP Variance,40.710473,-74.005508,1,1,1501,1001000001,Battery Park City-Lower Manhattan
TRU5850BK17,12/28/2017 12:00:00 AM,12/18/2018 12:00:00 AM,Closed,No,1100,East New York Avenue,Brooklyn,11212,PS 189 K,School,3099537,04599,0001,,,,NYC School Construction Authority (NYCSCA),U.S. Environmental Abatement Corp.,"Precision Environmental, Inc.",No,4,Stair A,VAT/Mastic,39,Square Feet,Removal,Interior Foam,40.665565,-73.926246,17,41,892,3045990001,Brownsville
TRU5255MN18,02/20/2018 12:00:00 AM,02/04/2019 12:00:00 AM,Submitted,No,1,Washington Square Village,Manhattan,10012,,Residence,1077833,00533,0001,,,,New York University,"ETS Contracting, Inc.",Omega Environmental Services Inc.,No,17th,Apt Penthouse C,Ceramic Tile Glue,300,Square Feet,Removal,DEP Variance,40.729113,-73.997507,2,1,5501,1005330001,West Village
TRU5098BX18,02/14/2018 12:00:00 AM,02/01/2019 12:00:00 AM,Closed,No,1330,Webster Avenue,Bronx,10456,Butler Houses Bldg.# 1,Residence,2092074,02894,0001,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Genesis Environmental Consultants Inc.,No,3,3D,VAT,415,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.834532,-73.908348,3,16,14701,2028940001,Claremont-Bathgate
